"borough","time","ward01","ward11","ward","p.inc.supp01","nonwhite11","all.dwell01","low.dwell01","med.dwell01","hig.dwell01","med.income01","avg.income01","unemp01","youth.unemp01","price01","sales01","dens01","crime01","crime02","crime03","crime04","crime05","crime06","viol01","viol05","white01","black01","asian01","hholds01","council01","private01","block01","over.council01","over.private01","ownbath01","noheat01","hholds11","council11","private11","white.council01","asian.council01","black.council01","p.white.council01","p.asian.council01","p.black.council01","p.nonwhite.council01","votes.con06","votes.lab06","votes.ld06","total06","turnout06","votes.lab02","votes.ld02","votes.con02","turnout02","total02","votes.con10","votes.lab10","votes.ld10","total10","turnout10","lcrime01","lviol01","perc.lab10","perc.lab06","perc.lab02","dcouncil","rcouncil","cand_vote_order06","allvote06","lab06","pc_lab06","con06","pc_con06","ld06","pc_ld06","gr06","pc_gr06","res06","pc_res06","bnp06","pc_bnp06","ukip06","pc_ukip06","elected06","seats06","labseats06","pc_labseats06","ldseats06","pc_ldseats06","conseats06","pc_conseats06","grseats06","pc_grseats06","resseats06","pc_resseats06","bnpseats06","pc_bnpseats06","ukipseats06","pc_ukipseats06","num_cand06","log_medincome01","log_avgincome01","log_sales01","log_price01","log_hholds01","log_hholds11","log_dens01","lab.borough02","lab.borough06","pc_ld02","pc_con02","pc_lab02","avg.crime"
"Tower Hamlets","4","00BGFZ","E05000576","Bow East",15.2486187845304,0.398619849807185,5072,37.1648265,61.84936909,0.966088328,24890,31960,9.295101553,7.427258806,147500,245,4763.157895,192.2229566,205.8386412,211.4478804,195.7174692,146.8422022,135.6051291,32.2758316812607,30.5652734359875,0.731954075252927,0.0926452199613505,0.124587927702626,4213,36.4111084737717,12.3664846902445,81.0670136629798,8.97222881557085,5.88654165677664,99.544567338972,2.2121014964216,6595,11.9332827899924,30.2805155420773,1125,152,194,30.8971642764016,4.17455019556715,5.3280443285528,69.1028357235984,897,3596,2423,8308,37.6277602523659,1487,3607,335,28.9965986394558,5802,2290,5886,3225,14232,58.63,5.25865593061074,3.47431870499127,0.413575042158516,0.432835820895522,0.256290934160634,-24.4778256837792,-67.226257891631,1,3128,1314,0.338313204347504,321,0.10262148,918,0.29347825,209,0.066815853,366,0.11700767,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,14,10.122221,10.37224,5.5012584,11.901584,8.3459301,8.7940674,8.4686661,1,1,0.616905585763717,0.0593178447849728,0.256549678695007,179.09026442
"Tower Hamlets","5","00BGGA","E05000577","Bow West",11.3488372093023,0.407373058196151,4698,16.13452533,75.90464027,7.85440613,27120,34820,8.73470948,7.455621302,157000,261,8269.230769,175.7637854,166.481069,172.9079982,164.0632054,138.2300885,129.3185972,30.3651266774775,33.0973451338028,0.711831877938777,0.0735054217445543,0.165243258804337,4409,33.0233613064187,14.9693808119755,86.3917525773196,8.70945792696757,4.03719664322976,99.7935306262904,3.7164487267722,5009,13.9548812138151,26.7318826112997,1057,218,140,32.0076442307692,6.60138736263736,4.23942307692308,67.9923557692308,1336,4207,2897,10629,45.1651796479383,2772,3614,533,34.4990665836963,7642,2460,6372,3035,14441,65.25,5.16914096516805,3.41329480116621,0.441243681185513,0.395803932637125,0.362732269039518,-19.0684800926036,-57.7423961045942,1,4094,1483,0.340431609966319,592,0.14460185,1099,0.26844162,415,0.10136785,505,0.12335125,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,14,10.208027,10.457947,5.5645204,11.964001,8.3914032,8.5189915,9.0202971,1,1,0.454698551700909,0.0757830919501516,0.318625799932637,154.20019166
"Tower Hamlets","6","00BGGB","E05000578","Bromley-by-Bow",13.4873949579832,0.704074585635359,4224,54.02462121,45.59659091,0.378787879,17890,23830,16.30434783,8.719646799,109000,93,10818.18182,120.4223582,141.6652762,130.1711248,145.5326739,119.9872945,111.5792759,26.9001927503132,28.5079012081403,0.391762369398152,0.108885243070547,0.428115015974441,4188,47.7077363896848,6.80515759312321,90.6453226613307,18.9350525310411,3.2712511938873,99.0442655935614,5.33199195171026,5149,19.8290930277724,24.160031073995,981,670,235,20.5627027027027,14.0438438438438,4.92582582582583,79.4372972972973,767,3571,821,10682,48.4590586718246,4877,983,568,34.1028756581612,6785,2377,7223,2539,15446,61.5973377703827,4.79100521497028,3.29213345202127,0.467629159652985,0.334300692754166,0.718791451731761,-27.8786433619124,-58.43631551536,1,4925,1689,0.51069906368421,271,0.05502538,293,0.059492387,342,0.069441624,1308,0.26558375,0,0,0,0,0,3,1,0.33333334,0,0,0,0,0,0,2,0.66666669,0,0,0,0,15,9.791997,10.078701,4.5325994,11.599103,8.3399782,8.5465574,9.2889833,1,1,0.145148026315789,0.0838815789473684,0.678453947368421,129.78712906
"Tower Hamlets","7","00BGGC","E05000579","East India and Lansbury",15.1271186440678,0.636516589272495,4741,45.39126767,53.89158405,0.717148281,19050,25090,14.97584541,9.191856878,106000,139,9833.333333,147.0290344,152.6218797,148.9733145,159.7121139,124.329018,135.7661976,32.1573261230769,35.3646984533333,0.524443284620738,0.102992345163535,0.305323590814196,4409,49.3989566795192,6.69085960535269,88.5057471264368,16.4209571331368,2.97119528237696,99.5865870463941,3.90445567294442,5259,19.2241871078152,20.1369081574444,1298,539,242,26.2758585858586,10.9111616161616,4.89888888888889,73.7241414141414,1536,3452,2563,9555,39.7440292537996,2542,2035,688,28.3992664396123,5704,2319,6770,2550,14705,58.6129753914989,4.9906300802008,3.47064029791505,0.460387623257395,0.361276818419676,0.445652173913043,-30.174769571704,-61.0838195783484,1,3999,1461,0.379681539565217,542,0.13553388,1149,0.28732184,0,0,607,0.15178795,0,0,0,0,0,3,2,0.66666669,1,0.33333334,0,0,0,0,0,0,0,0,0,0,14,9.8548222,10.130224,4.934474,11.571195,8.3914032,8.5676966,9.1935329,1,1,0.337344720496894,0.0982142857142857,0.394021739130435,144.28050474
"Tower Hamlets","8","00BGGD","E05000580","Limehouse",13.5019455252918,0.568497435255849,5426,35.03501659,54.18356063,10.762993,25200,32350,10.66816395,7.922912206,205000,356,11681.81818,137.5175206,140.2057072,142.7803379,137.5056079,107.0854638,106.6800315,29.5125369804077,28.780131471487,0.538289009932714,0.0716116629285485,0.319528997116309,5108,42.0712607674237,13.8214565387627,93.7033582089552,15.3288958496476,4.38527799530149,99.5342338146251,3.81928272007452,6350,25.6535433070866,29.8110236220472,1181,631,213,28.0714192647743,14.9983620288506,5.06283852954863,71.9285807352257,2666,3185,1176,11364,43.0496150556031,2946,1185,1080,26.2963816547592,5602,4407,5561,1949,17216,61.77,4.92375133153452,3.38481515545304,0.323013475836431,0.280271031326998,0.525883612995359,-16.417717460337,-39.0235927349472,1,4372,1208,0.370488826521739,933,0.21340348,470,0.10750229,0,0,1099,0.25137237,0,0,0,0,0,3,1,0.33333334,0,0,0,0,0,0,2,0.66666669,0,0,0,0,14,10.1346,10.384369,5.8749309,12.230765,8.5385628,8.7562103,9.3657885,1,1,0.1875,0.170742753623188,0.464673913043478,126.85142966
"Tower Hamlets","9","00BGGE","E05000581","Mile End and Globe Town",11.9421487603306,0.525740618828176,4636,37.96376186,61.30284728,0.711820535,21860,28280,10.52515446,5.059101655,131000,142,13444.44444,161.7465669,144.6648706,144.7677717,136.2991008,118.172714,115.7823232,32.0697311087951,31.4305523546284,0.553512414202186,0.0668587407846793,0.333954749597492,4632,44.2789291882556,10.6217616580311,89.3398533007335,14.227115716753,4.08031088082902,99.2700729927007,2.4330900243309,5352,32.3243647234679,25.8221225710015,1241,592,165,28.0268746952706,13.3697903461726,3.72637737688932,71.9731253047294,979,3543,2290,10329,40.3785830178475,2547,3066,717,31.6967060285892,6971,2242,6043,3385,15095,59.482348463222,5.08603070842624,3.46791262916087,0.400331235508447,0.343014812663375,0.365370821976761,-11.9545644647877,-26.9983142861516,1,4196,1380,0.354380354061247,481,0.11463299,912,0.21734986,0,0,1012,0.24118207,411,0.097950429,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,15,9.9924135,10.24991,4.9558272,11.782952,8.4407444,8.5852261,9.506321,1,1,0.403937294932556,0.118847976667882,0.379876048122494,131.93735606
"Tower Hamlets","10","00BGGF","E05000582","Mile End East",12.9257641921397,0.659802306425041,4223,41.88965191,56.76059673,1.326071513,20650,26880,14.18165263,7.81573499,138250,134,10409.09091,143.3307162,157.7295318,160.2754053,150.5550811,130.3325495,129.5882012,34.5459303805234,37.6217668659794,0.458030343836969,0.0989316814794865,0.386749259359009,4233,45.8067564375148,11.5048429010158,90.2577319587629,16.0406331207182,4.44129459012521,99.5365602471679,2.98661174047374,4647,15.3217129330751,26.9636324510437,1044,552,253,22.7913976276431,12.0506240330067,5.52320268179474,77.2086023723569,1112,2931,2024,9096,41.7411823149528,3883,2322,688,34.2968315730962,6996,2776,6629,2389,14423,59.97,4.96515466078303,3.54228975400024,0.459613117936629,0.322229551451187,0.555031446540881,-30.4850435044397,-66.5514126633796,1,4144,1338,0.430622147046285,454,0.10955598,828,0.19980694,0,0,993,0.23962355,0,0,0,0,0,3,2,0.66666669,0,0,0,0,0,0,1,0.33333334,0,0,0,0,13,9.9354706,10.199138,4.89784,11.836819,8.350666,8.4439774,9.2504349,1,1,0.321559074299635,0.098254161591555,0.53836784409257,145.69615378
"Tower Hamlets","11","00BGGG","E05000583","Millwall",8.09701492537313,0.476347253508924,6457,11.39848227,70.20288059,18.39863714,34700,45400,7.14379342,4.574520413,240000,987,5360,129.9532922,120.5010078,148.653303,129.9566596,119.0795898,134.7755669,24.1826126354783,19.1040038992312,0.665606577722619,0.0552280484021098,0.183990071362085,6013,18.4600033261267,29.4195908864128,83.572710951526,5.62115416597372,7.05138865790787,99.4570135746606,2.44343891402715,10821,3.66879216338601,48.073191017466,695,217,128,37.648963963964,11.7551441441441,6.93390990990991,62.351036036036,5088,3460,959,10823,32.2450353416358,3045,799,1288,21.9952698344442,5536,8171,5787,3638,19397,59.7391952309985,4.86717509512596,3.18563388879051,0.298345104913131,0.319689550032339,0.55003612716763,-14.7912111627407,-80.1257231725765,1,3936,1248,0.400321664928952,1724,0.43800813,358,0.090955287,0,0,606,0.15396342,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,12,10.454495,10.723268,6.89467,12.388394,8.7016792,9.2892437,8.5867195,1,1,0.13898756660746,0.198046181172291,0.483570159857904,130.59322542
"Tower Hamlets","12","00BGGH","E05000584","St. Dunstan's and Stepney Green",14.4615384615385,0.652050745165661,4890,45.93047035,49.38650307,4.642126789,20020,26170,13.58533792,7.242757243,128000,187,13000,109.0867335,122.1199909,121.3082559,104.5742021,99.23115614,93.4704515,19.5207838894737,29.8196450384504,0.446722927675684,0.0522123195835634,0.463443489234167,4619,44.9664429530201,9.39597315436242,83.6626506024096,15.955834596233,3.96189651439706,99.5178399228544,3.08582449373192,5739,21.9898937097055,19.6201428820352,1164,714,146,25.8859701492537,15.8785074626866,3.24686567164179,74.1140298507463,1593,4192,1880,11931,44.2671984047856,3563,1111,1912,31.7051310777504,7332,2980,6773,3067,18495,62.011984746686,4.69214328599517,2.97147973845084,0.366207082995404,0.35135361662895,0.48595199127114,-22.9765492433146,-51.0971020485653,1,4850,1453,0.374038450506007,630,0.12989691,747,0.15402062,0,0,1351,0.2785567,0,0,0,0,0,3,2,0.66666669,0,0,0,0,0,0,1,0.33333334,0,0,0,0,13,9.9044867,10.172369,5.2311087,11.759786,8.4379339,8.6550398,9.4727049,1,1,0.152165999271933,0.301419730615217,0.448489261012013,108.140811308
"Tower Hamlets","13","00BGGJ","E05000585","St. Katherine's and Wapping",6.95278969957082,0.375876238820401,6056,19.61690885,51.91545575,28.45112285,34900,45690,7.299045273,6.816720257,225000,459,7766.666667,175.5705394,173.2961964,160.0771456,153.566482,125.5255255,114.8758215,18.0670816024618,20.2488202447027,0.634415295686972,0.0348599377501112,0.279768786127168,5301,23.5238634219958,22.3920015091492,88.7640449438202,8.48896434634974,7.22505187700434,99.519615692554,6.6453162530024,5972,11.1520428667113,36.7046215673141,728,381,89,30.9472975140337,16.1963191659984,3.78339214113873,69.0527024859663,3727,3842,975,9267,35.4369984818911,3165,1133,2341,29.7954866008463,7109,4420,4232,1631,12675,62.52,5.16804089605526,2.89409158643969,0.333885601577909,0.414589403258876,0.445210296806865,-12.3718205552845,-52.592638944317,1,3385,1321,0.399045640463626,1351,0.39911374,349,0.10310192,364,0.10753323,0,0,0,0,0,0,1,3,2,0.66666669,0,0,1,0.33333334,0,0,0,0,0,0,0,0,11,10.460242,10.729634,6.1290503,12.323855,8.5756512,8.6948376,8.9575968,1,1,0.177157934413871,0.317376554843573,0.407840180927252,145.4682342
"Tower Hamlets","14","00BGGK","E05000586","Shadwell",11.7269076305221,0.644473858371939,4670,35.43897216,48.17987152,16.33832976,24030,30900,13.39752983,8.800419068,2e+05,263,12450,114.775195,118.0144115,125.4583134,104.1456016,91.93388682,88.22869116,21.3142443412754,23.9926879439105,0.387481371087928,0.0452889551250207,0.524755754263951,4437,38.3592517466757,15.2129817444219,91.3732394366197,17.6470588235294,4.71038990308767,99.6468510888758,3.8846380223661,5815,17.4032674118659,28.8736027515047,707,813,125,18.4310164512338,21.1943654524089,3.25866627497062,81.5689835487662,1998,3482,697,11524,46.1547344110854,3529,1234,1165,27.5025406504065,5928,3388,4990,1898,13961,65.4296288886666,4.7429753891101,3.05937559761949,0.357424253276986,0.30215203054495,0.595310391363023,-20.9559843348098,-54.6308475285259,1,4127,1287,0.442642436704442,723,0.17518778,266,0.064453602,0,0,1851,0.44850981,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,12,10.087058,10.338511,5.572154,12.206073,8.3977337,8.6681957,9.4294758,1,1,0.232094288304624,0.194469628286491,0.573436083408885,105.556180896
"Tower Hamlets","15","00BGGL","E05000587","Spitalfields and Banglatown",12.9479768786127,0.547345907058137,3315,31.16138763,56.1387632,12.48868778,24650,31670,13.21375187,8.290488432,187000,165,14416.66667,280.1988209,322.9935424,304.2678017,269.2091349,239.4568337,269.4858137,36.9899433531353,44.9326562083449,0.304067756173208,0.0359060002385781,0.625790289872361,2936,30.7220708446866,19.2438692098093,85.1769911504425,15.0885558583106,7.35694822888283,99.3413830954995,2.6344676180022,3900,12.3589743589744,39.974358974359,254,570,52,8.26767184035477,18.5534368070953,1.69259423503326,91.7323281596452,1028,2547,1326,8069,43.9145479163532,2630,639,1017,31.602023608769,5231,1624,4705,2044,11208,56.48,5.63549942582839,3.61064607443295,0.419789436117059,0.31565249721155,0.502771936532212,-18.3630964857123,-59.7716754789926,1,3742,912,0.36235328963001,458,0.12239444,548,0.14644575,242,0.0646713,866,0.23142704,0,0,0,0,0,3,2,0.66666669,0,0,0,0,0,0,1,0.33333334,0,0,0,0,15,10.112533,10.363125,5.1059456,12.138864,7.9848032,8.2687321,9.5761404,1,1,0.13103802672148,0.205549845837616,0.480986639260021,281.08262528
"Tower Hamlets","16","00BGGM","E05000588","Weavers",13.9004149377593,0.478797516280479,4904,36.50081566,62.41843393,0.999184339,22690,29270,13.30619241,7.849011384,165000,129,15062.5,188.331117,222.3335839,211.3834788,188.2703284,170.416428,167.4244885,36.1535904214475,35.0159535208833,0.506461275139067,0.054257595207531,0.4,4715,46.0657476139979,12.6405090137858,88.929889298893,16.9883351007423,4.19936373276776,99.7229916897507,2.44690674053555,5573,30.0556253364436,30.2888928763682,1310,631,158,28.4376151012891,13.6978130755064,3.4298802946593,71.5623848987109,717,2081,3826,9759,41.8093775835597,2576,4273,577,35.9048943973694,8024,1784,5509,3661,15223,62.02,5.23820167426749,3.58777626376823,0.361886618931879,0.21323906137924,0.321036889332004,-16.0101222775543,-34.7549385537148,1,4466,854,0.246607035794972,254,0.05687416,1819,0.40729961,364,0.081504703,830,0.18584864,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,16,10.029679,10.284318,4.8598123,12.0137,8.4585037,8.6256886,9.6199636,1,1,0.518445968005224,0.0963108063989553,0.301991511589944,191.96566152
"Tower Hamlets","17","00BGGN","E05000589","Whitechapel",11.4112903225806,0.60173597093258,4642,42.65402844,49.54760879,7.669108143,23940,30790,11.36177194,6.339557099,191725,348,13777.77778,188.9687475,230.9859155,200.7220217,190.2970452,152.4629217,153.4623526,27.29548575,31.1227234317036,0.359123360451602,0.0364436327411589,0.566993192761083,4341,32.2045611610228,21.607924441373,89.8498927805575,14.052061736927,8.66159870997466,99.5708154506438,3.79113018597997,5797,18.0438157667759,43.3672589270312,655,616,90,20.3387339055794,19.1277253218884,2.79463519313305,79.6612660944206,1025,3166,1498,10062,39.9257803972932,3530,548,1533,33.3952912019827,7588,2791,6252,3094,16462,58.3,5.24158164424379,3.30672133137506,0.379783744380999,0.314649175114291,0.465208223510807,-14.1607453942469,-43.9712415997323,1,4132,1107,0.357970103371763,397,0.096079379,529,0.12802517,0,0,1449,0.35067764,0,0,0,0,0,3,1,0.33333334,0,0,0,0,0,0,2,0.66666669,0,0,0,0,14,10.083306,10.334946,5.8522024,12.163817,8.3758602,8.6650963,9.5308123,1,1,0.0752039730400851,0.210003547357219,0.448031216743526,185.58605134
"Waltham Forest","1","00BHFX","E05000590","Cann Hall",11.1587982832618,0.570041307341112,4794,35.58614935,64.35127242,0.041718815,22020,25820,8.574144487,7.266881029,113000,281,12944.44444,111.5986921,106.9900143,116.1649215,86.41876795,99.77500194,90.33353922,19.8760970509638,26.0687407868118,0.526782578152441,0.252546540217773,0.155251141552511,4641,23.1846584787761,15.8155569920276,58.5343228200371,8.76966171083818,5.66688213747037,96.093023255814,10.5116279069767,4988,18.1836407377706,30.6936647955092,650,103,283,28.035780669145,4.44259293680297,12.2063475836431,71.964219330855,648,2892,3862,7739,34.4904537565088,2196,4731,396,34.2978943288981,7488,1448,5873,5234,12975,55.22,4.71490933034449,2.98951785654984,0.452639691714836,0.373691691433002,0.293269230769231,-5.00101774100548,-21.5703748475896,1,2932,1003,0.31435815094162,247,0.084242836,1345,0.45873123,337,0.11493861,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,10,9.9997063,10.158905,5.6383548,11.635143,8.4426851,8.5147905,9.4684219,0,0,0.598870056497175,0.0523540489642185,0.286629001883239,99.936448982
"Waltham Forest","2","00BHFY","E05000591","Cathall",11.3364055299539,0.610393700787402,4459,42.87956941,57.07557748,0.044853106,21020,24680,10.13731826,8.593252705,112000,197,9863.636364,122.7146814,118.4851217,105.6152086,98.41842874,94.56066946,88.21812724,29.4552169801354,24.5188284529027,0.472285067873303,0.265082956259427,0.185991704374057,4191,22.9062276306371,18.1102362204724,54.384133611691,7.51610594130279,7.85015509424958,100,9.08141962421712,4530,18.1236203090508,31.9426048565121,534,89,289,23.3124375,3.88540625,12.61665625,76.6875625,484,3171,2828,6931,33.9677285891601,3146,932,775,25.2248394004283,4853,1247,5820,4190,11577,51.11,4.80986199737078,3.38287104144237,0.502720912153408,0.457509738854422,0.648258808984134,-4.78260732158631,-20.8790700883002,1,2613,1117,0.539018900715969,178,0.068120934,955,0.3654803,270,0.10332951,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,9.9532299,10.113749,5.2832036,11.626254,8.3406944,8.4184771,9.1966105,0,0,0.190335886859163,0.159104301708898,0.650559811431939,101.059511148
"Waltham Forest","3","00BHFZ","E05000592","Chapel End",6.06194690265487,0.484807610393298,4597,18.88187949,81.07461388,0.043506635,25390,29800,5.651631307,7.081911263,122725,322,6277.777778,102.0498321,104.4328217,101.6554363,98.27196382,92.91240134,114.6970049,18.0243859293507,20.4735484870311,0.711839971165976,0.146602991530005,0.0885745179311588,4443,8.08012604096331,10.1282916948008,47.9108635097493,2.16070222822417,2.09318028359217,99.1596638655462,35.0140056022409,5066,6.61271219897355,24.0426371891038,246,36,68,30.445069637883,4.45537604456825,8.41571030640669,69.554930362117,1261,1911,4610,8201,35.6538323995709,2009,4214,1393,33.2389162561576,7616,2496,5998,3866,15272,60.13,4.62546124398258,2.8917256148709,0.392744892613934,0.233020363370321,0.263786764705882,-1.46741384198976,-18.1607791085251,1,3194,663,0.241413216265261,459,0.14370695,1653,0.51753289,419,0.13118348,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,10,10.142111,10.302263,5.7745514,11.717701,8.399085,8.5303068,8.744771,0,0,0.543100258971513,0.181650018497965,0.275249722530522,102.393925612
"Waltham Forest","4","00BHGA","E05000593","Chingford Green",6.1139896373057,0.147176047438515,4474,12.76262852,70.9655789,16.27179258,27750,32760,4.17218543,5.153374233,154750,224,2608.108108,88.96686965,105.3220718,103.3998596,98.61523244,104.5313108,91.78980331,14.4493755812065,18.5725398723721,0.928609034431926,0.0300094766768453,0.0187427608718543,4176,7.11206896551724,6.72892720306513,42.6666666666667,1.02969348659004,1.65229885057471,99.0066225165563,22.8476821192053,4467,5.50705171255876,13.924334004925,257,12,33,36.1357575757576,1.68727272727273,4.64,63.8642424242424,6766,1061,1800,9627,42.9571192263647,1472,1865,5356,41.3722998729352,9260,9347,2641,2881,14869,67.7105427323768,4.4882640493059,2.67065120125151,0.177617862667294,0.110210865274748,0.158963282937365,-1.60501725295848,-22.5675153143253,1,3269,359,0.131856139884883,2288,0.69990826,622,0.19027226,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,9,10.230991,10.396963,5.4116459,11.949566,8.3371096,8.4044724,7.8663802,0,0,0.201151166313238,0.551651014843987,0.153892759769767,100.73165559
"Waltham Forest","5","00BHGB","E05000594","Endlebury",5.24271844660194,0.224137931034483,4286,5.622958469,84.01773215,10.35930938,28060,33160,4.317823344,5.113077679,165250,214,5150,48.74046907,50.26227945,51.06463162,58.95501537,66.36071592,60.83333333,8.20384132861386,14.9609912793361,0.887837571456732,0.0421841119653065,0.0449438202247191,4159,8.80019235393123,4.78480403943256,43.5967302452316,1.89949507093051,0.865592690550613,96.9613259668508,9.39226519337017,4219,7.41881962550367,9.59943114482105,322,15,27,36.5901092896175,1.70450819672131,3.06811475409836,63.4098907103825,6346,1076,1046,8866,40.4319437468609,1427,1285,5758,37.892095357591,8470,8429,2696,1988,14677,67.2908560311284,3.88650967207361,2.10460249928856,0.183688764733937,0.121362508459283,0.168476977567887,-1.38137272842756,-15.6970742555471,1,3401,425,0.150797776202749,2227,0.65480739,351,0.10320494,398,0.11702441,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,10,10.242101,10.4091,5.3659759,12.015215,8.3330297,8.347353,8.546752,0,0,0.150171821305842,0.67319587628866,0.176632302405498,57.495195138
"Waltham Forest","6","00BHGC","E05000595","Forest",7.981220657277,0.587358236180506,4077,22.05052735,74.51557518,3.409369635,25310,29700,7.811602527,6.158536585,124500,182,5325,139.779889,151.7570419,154.1282762,132.4722925,121.0115411,121.1148649,23.6101965942127,24.6096401956522,0.51903711518174,0.169943416131198,0.248585403279946,3988,9.60381143430291,21.0381143430291,50,2.23169508525577,7.87362086258776,99.2063492063492,20.6349206349206,4344,2.64732965009208,33.5405156537753,240,44,77,24.9900783289817,4.58151436031332,8.0176501305483,75.0099216710183,1321,3477,4263,9595,41.4783139890043,3592,2673,967,35.2149861704803,7981,2024,5655,4847,13759,58.97,4.94006896394365,3.16167867779772,0.411003706664729,0.362376237623762,0.450068913669966,-6.95648178421083,-72.434593617318,1,3836,1289,0.359721026340269,508,0.13242961,1505,0.39233577,534,0.13920751,0,0,0,0,0,0,0,3,1,0.33333334,2,0.66666669,0,0,0,0,0,0,0,0,0,0,10,10.138955,10.298903,5.2040067,11.732061,8.2910452,8.3765507,8.5801678,0,0,0.277845777233782,0.109547123623011,0.383414932680539,136.09680332
"Waltham Forest","7","00BHGD","E05000596","Grove Green",7.35042735042735,0.531566694056423,5031,48.26078314,51.69946333,0.039753528,24350,28540,8.114438682,7.433217189,1e+05,338,13000,93.72047075,91.46189088,77.99757771,84.03163913,79.88792973,75.4646283,17.69607422044,20.1423595338199,0.515701754385965,0.200614035087719,0.220350877192982,4822,7.50725839900456,28.0381584404811,49.7252747252747,2.7789299046039,8.3367897138117,98.3425414364641,20.4419889502762,5220,1.72413793103448,44.0613026819923,206,58,82,27.4401104972376,7.72585635359116,10.9227624309392,72.5598895027624,770,4303,3630,9183,38.4214789954866,3199,3203,652,32.7968988605662,7867,1801,6791,4883,14287,54.43,4.54031663656765,2.87334281952416,0.47532722055015,0.468583251660677,0.406635312063048,-5.78312046797008,-77.0337207087064,1,3553,1517,0.412629771243612,270,0.075992122,1286,0.36194766,480,0.1350971,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10.100287,10.259062,5.8230457,11.512925,8.4809437,8.5602531,9.4727049,0,0,0.375809199318569,0.0800681431005111,0.398296422487223,81.76873315
"Waltham Forest","8","00BHGE","E05000597","Hale End and Highams Park",6.58536585365854,0.330867459269044,4153,13.31567542,81.69997592,4.984348664,27620,32600,4.907241173,6.011450382,143300,205,4456.521739,72.38058177,89.15432394,89.70629633,75.68215339,85.22163041,86.77947697,11.2851444695161,22.2984562619386,0.825508684863524,0.0802977667493796,0.053697270471464,3925,14.140127388535,5.75796178343949,67.6950998185118,2.98089171974522,1.12101910828025,99.4642857142857,15.8928571428571,4183,12.5029882859192,12.3834568491513,430,38,73,30.4099099099099,2.68738738738739,5.16261261261261,69.5900900900901,4143,1168,4532,10210,46.548627149089,1489,3240,4131,40.2435897435897,8860,5994,3913,5435,15342,67.2325354176844,4.2819380558209,2.42348721209417,0.255051492634598,0.114397649363369,0.168058690744921,-1.63713910261583,-11.5779657257066,1,3855,437,0.143486330109944,1434,0.37198442,1617,0.41945526,367,0.095201038,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,10,10.226295,10.392068,5.32301,11.872696,8.2751217,8.3387842,8.4021235,0,0,0.368231046931408,0.458155562848704,0.173613390219888,85.308776208
"Waltham Forest","9","00BHGF","E05000598","Hatch Lane",8.90547263681592,0.222372942665943,4543,14.17565485,77.26172133,8.562623817,24590,28830,5.680576797,7.056229327,131500,234,4187.5,75.79365079,76.15797172,83.06984766,78.83582933,91.84897997,78.97416906,16.0714285706545,21.3237330382613,0.903229071768398,0.0400850288490738,0.0325943921449539,4277,24.6434416647183,5.0035071311667,46.4454976303318,4.11503390226795,1.1222819733458,99.7156398104265,15.4502369668246,4519,20.6461606550122,11.2635538836026,926,31,84,37.5759203036053,1.25794117647059,3.40861480075901,62.4240796963947,4677,1461,1101,8128,37.8021148036254,2413,949,5044,38.7006725034894,8650,7724,3223,2989,14505,62.9020643302929,4.32801452647513,2.77704307254099,0.222199241640814,0.179749015748032,0.278959537572254,-3.99728100970609,-16.2204657291394,1,3473,529,0.209627563165782,1651,0.47538152,404,0.11632594,380,0.10941549,0,0,509,0.14655916,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,11,10.110095,10.269172,5.4553213,11.786762,8.3610067,8.4160461,8.339859,0,0,0.108648142366531,0.548236028723072,0.266937246331564,81.777359548
